anchor_id	case_id	x	y	z	block_spec	block_entity_id	expected_route	stable_optics
chest-double-iron-east-right-main	chest-double-topology	208	100	211	sophisticatedstorage:iron_chest[facing=east,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-iron-east-left-secondary	chest-double-topology	208	100	210	sophisticatedstorage:iron_chest[facing=east,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-iron-south-right-main	chest-double-topology	211	100	211	sophisticatedstorage:iron_chest[facing=south,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-iron-south-left-secondary	chest-double-topology	212	100	211	sophisticatedstorage:iron_chest[facing=south,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-iron-west-right-main	chest-double-topology	214	100	211	sophisticatedstorage:iron_chest[facing=west,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-iron-west-left-secondary	chest-double-topology	214	100	212	sophisticatedstorage:iron_chest[facing=west,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-gold-north-right-main	chest-double-topology	217	100	211	sophisticatedstorage:gold_chest[facing=north,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-gold-north-left-secondary	chest-double-topology	216	100	211	sophisticatedstorage:gold_chest[facing=north,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-gold-east-right-main	chest-double-topology	220	100	211	sophisticatedstorage:gold_chest[facing=east,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-gold-east-left-secondary	chest-double-topology	220	100	210	sophisticatedstorage:gold_chest[facing=east,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-gold-south-right-main	chest-double-topology	223	100	211	sophisticatedstorage:gold_chest[facing=south,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-gold-south-left-secondary	chest-double-topology	224	100	211	sophisticatedstorage:gold_chest[facing=south,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-gold-west-right-main	chest-double-topology	226	100	211	sophisticatedstorage:gold_chest[facing=west,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-gold-west-left-secondary	chest-double-topology	226	100	212	sophisticatedstorage:gold_chest[facing=west,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-diamond-north-right-main	chest-double-topology	229	100	211	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-diamond-north-left-secondary	chest-double-topology	228	100	211	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-diamond-east-right-main	chest-double-topology	232	100	211	sophisticatedstorage:diamond_chest[facing=east,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-diamond-east-left-secondary	chest-double-topology	232	100	210	sophisticatedstorage:diamond_chest[facing=east,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-diamond-south-right-main	chest-double-topology	235	100	211	sophisticatedstorage:diamond_chest[facing=south,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-diamond-south-left-secondary	chest-double-topology	236	100	211	sophisticatedstorage:diamond_chest[facing=south,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-diamond-west-right-main	chest-double-topology	238	100	211	sophisticatedstorage:diamond_chest[facing=west,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-diamond-west-left-secondary	chest-double-topology	238	100	212	sophisticatedstorage:diamond_chest[facing=west,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-netherite-north-right-main	chest-double-topology	241	100	211	sophisticatedstorage:netherite_chest[facing=north,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-netherite-north-left-secondary	chest-double-topology	240	100	211	sophisticatedstorage:netherite_chest[facing=north,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-netherite-east-right-main	chest-double-topology	244	100	211	sophisticatedstorage:netherite_chest[facing=east,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-netherite-east-left-secondary	chest-double-topology	244	100	210	sophisticatedstorage:netherite_chest[facing=east,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-netherite-south-right-main	chest-double-topology	247	100	211	sophisticatedstorage:netherite_chest[facing=south,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-netherite-south-left-secondary	chest-double-topology	248	100	211	sophisticatedstorage:netherite_chest[facing=south,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-double-netherite-west-right-main	chest-double-topology	250	100	211	sophisticatedstorage:netherite_chest[facing=west,ticking=false,type=right,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,right-main-half
chest-double-netherite-west-left-secondary	chest-double-topology	250	100	212	sophisticatedstorage:netherite_chest[facing=west,ticking=false,type=left,waterlogged=false]	sophisticatedstorage:chest	custom	tier,facing,left-secondary-half
chest-waterlogged-true	waterlogged-static-state	253	100	211	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=true]	sophisticatedstorage:chest	custom	waterlogged,tier
storage-link-facing-north	storage-link-orientation	256	100	211	sophisticatedstorage:storage_link[facing=north,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,north,simple-material
storage-link-facing-east	storage-link-orientation	259	100	211	sophisticatedstorage:storage_link[facing=east,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,east,simple-material
storage-link-facing-south	storage-link-orientation	196	100	214	sophisticatedstorage:storage_link[facing=south,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,south,simple-material
storage-link-facing-west	storage-link-orientation	199	100	214	sophisticatedstorage:storage_link[facing=west,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,west,simple-material
storage-link-facing-up	storage-link-orientation	202	100	214	sophisticatedstorage:storage_link[facing=up,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,up,simple-material
storage-link-facing-down	storage-link-orientation	205	100	214	sophisticatedstorage:storage_link[facing=down,opaque=true]	sophisticatedstorage:storage_link	custom	storage-link-facing,down,simple-material
decoration-table-facing-north	decoration-table-orientation	208	100	214	sophisticatedstorage:decoration_table[facing=north]	sophisticatedstorage:decoration_table	custom	custom-structural-route,facing,north
decoration-table-facing-east	decoration-table-orientation	211	100	214	sophisticatedstorage:decoration_table[facing=east]	sophisticatedstorage:decoration_table	custom	custom-structural-route,facing,east
decoration-table-facing-south	decoration-table-orientation	214	100	214	sophisticatedstorage:decoration_table[facing=south]	sophisticatedstorage:decoration_table	custom	custom-structural-route,facing,south
decoration-table-facing-west	decoration-table-orientation	217	100	214	sophisticatedstorage:decoration_table[facing=west]	sophisticatedstorage:decoration_table	custom	custom-structural-route,facing,west
shulker-wood-north	shulker-tier-orientation	220	100	214	sophisticatedstorage:shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-wood-east	shulker-tier-orientation	223	100	214	sophisticatedstorage:shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-wood-south	shulker-tier-orientation	226	100	214	sophisticatedstorage:shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-wood-west	shulker-tier-orientation	229	100	214	sophisticatedstorage:shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-wood-up	shulker-tier-orientation	232	100	214	sophisticatedstorage:shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-wood-down	shulker-tier-orientation	235	100	214	sophisticatedstorage:shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-north	shulker-tier-orientation	238	100	214	sophisticatedstorage:copper_shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-east	shulker-tier-orientation	241	100	214	sophisticatedstorage:copper_shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-south	shulker-tier-orientation	244	100	214	sophisticatedstorage:copper_shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-west	shulker-tier-orientation	247	100	214	sophisticatedstorage:copper_shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-up	shulker-tier-orientation	250	100	214	sophisticatedstorage:copper_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-copper-down	shulker-tier-orientation	253	100	214	sophisticatedstorage:copper_shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-north	shulker-tier-orientation	256	100	214	sophisticatedstorage:iron_shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-east	shulker-tier-orientation	259	100	214	sophisticatedstorage:iron_shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-south	shulker-tier-orientation	196	100	217	sophisticatedstorage:iron_shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-west	shulker-tier-orientation	199	100	217	sophisticatedstorage:iron_shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-up	shulker-tier-orientation	202	100	217	sophisticatedstorage:iron_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-iron-down	shulker-tier-orientation	205	100	217	sophisticatedstorage:iron_shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-north	shulker-tier-orientation	208	100	217	sophisticatedstorage:gold_shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-east	shulker-tier-orientation	211	100	217	sophisticatedstorage:gold_shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-south	shulker-tier-orientation	214	100	217	sophisticatedstorage:gold_shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-west	shulker-tier-orientation	217	100	217	sophisticatedstorage:gold_shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-up	shulker-tier-orientation	220	100	217	sophisticatedstorage:gold_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-gold-down	shulker-tier-orientation	223	100	217	sophisticatedstorage:gold_shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-north	shulker-tier-orientation	226	100	217	sophisticatedstorage:diamond_shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-east	shulker-tier-orientation	229	100	217	sophisticatedstorage:diamond_shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-south	shulker-tier-orientation	232	100	217	sophisticatedstorage:diamond_shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-west	shulker-tier-orientation	235	100	217	sophisticatedstorage:diamond_shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-up	shulker-tier-orientation	238	100	217	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-diamond-down	shulker-tier-orientation	241	100	217	sophisticatedstorage:diamond_shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-north	shulker-tier-orientation	244	100	217	sophisticatedstorage:netherite_shulker_box[facing=north]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-east	shulker-tier-orientation	247	100	217	sophisticatedstorage:netherite_shulker_box[facing=east]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-south	shulker-tier-orientation	250	100	217	sophisticatedstorage:netherite_shulker_box[facing=south]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-west	shulker-tier-orientation	253	100	217	sophisticatedstorage:netherite_shulker_box[facing=west]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-up	shulker-tier-orientation	256	100	217	sophisticatedstorage:netherite_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
shulker-netherite-down	shulker-tier-orientation	259	100	217	sophisticatedstorage:netherite_shulker_box[facing=down]	sophisticatedstorage:shulker_box	custom	tier,facing,closed-body
wood-barrel-oak	wood-type-catalog	196	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-spruce	wood-type-catalog	199	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-birch	wood-type-catalog	202	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-jungle	wood-type-catalog	205	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-acacia	wood-type-catalog	208	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-dark_oak	wood-type-catalog	211	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-mangrove	wood-type-catalog	214	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-cherry	wood-type-catalog	217	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-bamboo	wood-type-catalog	220	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-crimson	wood-type-catalog	223	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-barrel-warped	wood-type-catalog	226	100	220	sophisticatedstorage:barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	wood-type,barrel
wood-chest-oak	wood-type-catalog	229	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-spruce	wood-type-catalog	232	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-birch	wood-type-catalog	235	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-jungle	wood-type-catalog	238	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-acacia	wood-type-catalog	241	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-dark_oak	wood-type-catalog	244	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-mangrove	wood-type-catalog	247	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-cherry	wood-type-catalog	250	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-bamboo	wood-type-catalog	253	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-crimson	wood-type-catalog	256	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-chest-warped	wood-type-catalog	259	100	220	sophisticatedstorage:chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	wood-type,chest
wood-limited-oak	wood-type-catalog	196	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,oak,limited-barrel
wood-limited-spruce	wood-type-catalog	199	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,spruce,limited-barrel
wood-limited-birch	wood-type-catalog	202	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,birch,limited-barrel
wood-limited-jungle	wood-type-catalog	205	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,jungle,limited-barrel
wood-limited-acacia	wood-type-catalog	208	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,acacia,limited-barrel
wood-limited-dark_oak	wood-type-catalog	211	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,dark_oak,limited-barrel
wood-limited-mangrove	wood-type-catalog	214	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,mangrove,limited-barrel
wood-limited-cherry	wood-type-catalog	217	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,cherry,limited-barrel
wood-limited-bamboo	wood-type-catalog	220	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,bamboo,limited-barrel
wood-limited-crimson	wood-type-catalog	223	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,crimson,limited-barrel
wood-limited-warped	wood-type-catalog	226	100	223	sophisticatedstorage:limited_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	wood-type,warped,limited-barrel
dye-barrel-main-white	dye-barrel	229	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,white
dye-barrel-accent-white	dye-barrel	232	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,white
dye-barrel-dual-white-black	dye-barrel	235	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,white,black
dye-barrel-main-orange	dye-barrel	238	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,orange
dye-barrel-accent-orange	dye-barrel	241	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,orange
dye-barrel-dual-orange-red	dye-barrel	244	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,orange,red
dye-barrel-main-magenta	dye-barrel	247	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,magenta
dye-barrel-accent-magenta	dye-barrel	250	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,magenta
dye-barrel-dual-magenta-green	dye-barrel	253	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,magenta,green
dye-barrel-main-light_blue	dye-barrel	256	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,light_blue
dye-barrel-accent-light_blue	dye-barrel	259	100	223	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,light_blue
dye-barrel-dual-light_blue-brown	dye-barrel	196	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,light_blue,brown
dye-barrel-main-yellow	dye-barrel	199	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,yellow
dye-barrel-accent-yellow	dye-barrel	202	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,yellow
dye-barrel-dual-yellow-blue	dye-barrel	205	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,yellow,blue
dye-barrel-main-lime	dye-barrel	208	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,lime
dye-barrel-accent-lime	dye-barrel	211	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,lime
dye-barrel-dual-lime-purple	dye-barrel	214	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,lime,purple
dye-barrel-main-pink	dye-barrel	217	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,pink
dye-barrel-accent-pink	dye-barrel	220	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,pink
dye-barrel-dual-pink-cyan	dye-barrel	223	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,pink,cyan
dye-barrel-main-gray	dye-barrel	226	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,gray
dye-barrel-accent-gray	dye-barrel	229	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,gray
dye-barrel-dual-gray-light_gray	dye-barrel	232	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,gray,light_gray
dye-barrel-main-light_gray	dye-barrel	235	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,light_gray
dye-barrel-accent-light_gray	dye-barrel	238	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,light_gray
dye-barrel-dual-light_gray-gray	dye-barrel	241	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,light_gray,gray
dye-barrel-main-cyan	dye-barrel	244	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,cyan
dye-barrel-accent-cyan	dye-barrel	247	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,cyan
dye-barrel-dual-cyan-pink	dye-barrel	250	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,cyan,pink
dye-barrel-main-purple	dye-barrel	253	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,purple
dye-barrel-accent-purple	dye-barrel	256	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,purple
dye-barrel-dual-purple-lime	dye-barrel	259	100	226	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,purple,lime
dye-barrel-main-blue	dye-barrel	196	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,blue
dye-barrel-accent-blue	dye-barrel	199	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,blue
dye-barrel-dual-blue-yellow	dye-barrel	202	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,blue,yellow
dye-barrel-main-brown	dye-barrel	205	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,brown
dye-barrel-accent-brown	dye-barrel	208	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,brown
